"Step","IMAGENET1k_VitL2P_FedL2P_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_VitL2P_FedL2P_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_VitL2P_FedL2P_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","CIFAR100_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy","CIFAR100_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","CIFAR100_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","CIFAR100_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy","CIFAR100_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","CIFAR100_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX"
"1167","0.267","0.267","0.267","0.391","0.391","0.391","0.425","0.425","0.425"
"1168","0.2735","0.2735","0.2735","0.394","0.394","0.394","0.425","0.425","0.425"
"1169","0.2745","0.2745","0.2745","0.395","0.395","0.395","0.4235","0.4235","0.4235"
"1170","0.2825","0.2825","0.2825","0.399","0.399","0.399","0.4225","0.4225","0.4225"
"1171","0.2755","0.2755","0.2755","0.397","0.397","0.397","0.4275","0.4275","0.4275"
"1172","0.2805","0.2805","0.2805","0.4","0.4","0.4","0.43","0.43","0.43"
"1173","0.2835","0.2835","0.2835","0.394","0.394","0.394","0.4285","0.4285","0.4285"
"1174","0.2815","0.2815","0.2815","0.3985","0.3985","0.3985","0.429","0.429","0.429"
"1175","0","0","0","0.066","0.066","0.066","0.0725","0.0725","0.0725"
"1176","0","0","0","0.1995","0.1995","0.1995","0.2445","0.2445","0.2445"
"1177","0.008","0.008","0.008","0.3245","0.3245","0.3245","0.407","0.407","0.407"
"1178","0.127","0.127","0.127","0.3575","0.3575","0.3575","0.4365","0.4365","0.4365"
"1179","0.1655","0.1655","0.1655","0.3715","0.3715","0.3715","0.445","0.445","0.445"
"1180","0.177","0.177","0.177","0.371","0.371","0.371","0.4505","0.4505","0.4505"
"1181","0.1895","0.1895","0.1895","0.3705","0.3705","0.3705","0.4455","0.4455","0.4455"
"1182","0.194","0.194","0.194","0.3765","0.3765","0.3765","0.4485","0.4485","0.4485"
"1183","0.2005","0.2005","0.2005","0.3755","0.3755","0.3755","0.446","0.446","0.446"
"1184","0.2115","0.2115","0.2115","0.379","0.379","0.379","0.443","0.443","0.443"
"1185","0.221","0.221","0.221","0.382","0.382","0.382","0.4435","0.4435","0.4435"
"1186","0.2225","0.2225","0.2225","0.3895","0.3895","0.3895","0.4465","0.4465","0.4465"
"1187","0.23","0.23","0.23","0.3895","0.3895","0.3895","0.4465","0.4465","0.4465"
"1188","0.2345","0.2345","0.2345","0.3865","0.3865","0.3865","0.447","0.447","0.447"
"1189","0.23","0.23","0.23","0.3915","0.3915","0.3915","0.4455","0.4455","0.4455"
"1190","0.234","0.234","0.234","0.3905","0.3905","0.3905","0.441","0.441","0.441"
"1191","0.2355","0.2355","0.2355","0.3825","0.3825","0.3825","0.445","0.445","0.445"
"1192","0.232","0.232","0.232","0.39","0.39","0.39","0.4455","0.4455","0.4455"
"1193","0.236","0.236","0.236","0.392","0.392","0.392","0.444","0.444","0.444"
"1194","0.2365","0.2365","0.2365","0.3965","0.3965","0.3965","0.4455","0.4455","0.4455"
"1195","0.237","0.237","0.237","0.3975","0.3975","0.3975","0.443","0.443","0.443"
"1196","0.24","0.24","0.24","0.402","0.402","0.402","0.4475","0.4475","0.4475"
"1197","0.2415","0.2415","0.2415","0.4025","0.4025","0.4025","0.4455","0.4455","0.4455"
"1198","0.244","0.244","0.244","0.404","0.404","0.404","0.443","0.443","0.443"
"1199","0.2415","0.2415","0.2415","0.406","0.406","0.406","0.4495","0.4495","0.4495"
"1200","0","0","0","0.03","0.03","0.03","0.0345","0.0345","0.0345"
"1201","0","0","0","0.141","0.141","0.141","0.2455","0.2455","0.2455"
"1202","0.011","0.011","0.011","0.2905","0.2905","0.2905","0.3915","0.3915","0.3915"
"1203","0.111","0.111","0.111","0.3675","0.3675","0.3675","0.46","0.46","0.46"
"1204","0.1665","0.1665","0.1665","0.3985","0.3985","0.3985","0.49","0.49","0.49"
"1205","0.187","0.187","0.187","0.4275","0.4275","0.4275","0.505","0.505","0.505"
"1206","0.2005","0.2005","0.2005","0.449","0.449","0.449","0.508","0.508","0.508"
"1207","0.2095","0.2095","0.2095","0.4575","0.4575","0.4575","0.508","0.508","0.508"
"1208","0.2215","0.2215","0.2215","0.461","0.461","0.461","0.514","0.514","0.514"
"1209","0.2245","0.2245","0.2245","0.461","0.461","0.461","0.5145","0.5145","0.5145"
"1210","0.2325","0.2325","0.2325","0.464","0.464","0.464","0.513","0.513","0.513"
"1211","0.236","0.236","0.236","0.4685","0.4685","0.4685","0.511","0.511","0.511"
"1212","0.24","0.24","0.24","0.4665","0.4665","0.4665","0.514","0.514","0.514"
"1213","0.242","0.242","0.242","0.4725","0.4725","0.4725","0.5095","0.5095","0.5095"
"1214","0.243","0.243","0.243","0.462","0.462","0.462","0.509","0.509","0.509"
"1215","0.244","0.244","0.244","0.4725","0.4725","0.4725","0.514","0.514","0.514"
"1216","0.249","0.249","0.249","0.47","0.47","0.47","0.5175","0.5175","0.5175"
"1217","0.25","0.25","0.25","0.475","0.475","0.475","0.5175","0.5175","0.5175"
"1218","0.248","0.248","0.248","0.472","0.472","0.472","0.5205","0.5205","0.5205"
"1219","0.2555","0.2555","0.2555","0.472","0.472","0.472","0.5215","0.5215","0.5215"
"1220","0.2565","0.2565","0.2565","0.474","0.474","0.474","0.516","0.516","0.516"
"1221","0.2545","0.2545","0.2545","0.4765","0.4765","0.4765","0.5215","0.5215","0.5215"
"1222","0.261","0.261","0.261","0.4785","0.4785","0.4785","0.519","0.519","0.519"
"1223","0.266","0.266","0.266","0.477","0.477","0.477","0.52","0.52","0.52"
"1224","0.261","0.261","0.261","0.4805","0.4805","0.4805","0.521","0.521","0.521"
"1225","0.0195","0.0195","0.0195","0.2095","0.2095","0.2095","0.215","0.215","0.215"
"1226","0.0305","0.0305","0.0305","0.2415","0.2415","0.2415","0.3115","0.3115","0.3115"
"1227","0.0645","0.0645","0.0645","0.2935","0.2935","0.2935","0.389","0.389","0.389"
"1228","0.1475","0.1475","0.1475","0.3485","0.3485","0.3485","0.437","0.437","0.437"
"1229","0.198","0.198","0.198","0.376","0.376","0.376","0.4605","0.4605","0.4605"
"1230","0.21","0.21","0.21","0.393","0.393","0.393","0.481","0.481","0.481"
"1231","0.22","0.22","0.22","0.402","0.402","0.402","0.4815","0.4815","0.4815"
"1232","0.2265","0.2265","0.2265","0.406","0.406","0.406","0.4865","0.4865","0.4865"
"1233","0.243","0.243","0.243","0.414","0.414","0.414","0.491","0.491","0.491"
"1234","0.2405","0.2405","0.2405","0.422","0.422","0.422","0.491","0.491","0.491"
"1235","0.2445","0.2445","0.2445","0.424","0.424","0.424","0.4885","0.4885","0.4885"
"1236","0.248","0.248","0.248","0.424","0.424","0.424","0.4905","0.4905","0.4905"
"1237","0.2545","0.2545","0.2545","0.4305","0.4305","0.4305","0.488","0.488","0.488"
"1238","0.2595","0.2595","0.2595","0.43","0.43","0.43","0.4955","0.4955","0.4955"
"1239","0.259","0.259","0.259","0.433","0.433","0.433","0.492","0.492","0.492"
"1240","0.256","0.256","0.256","0.434","0.434","0.434","0.493","0.493","0.493"
"1241","0.2705","0.2705","0.2705","0.434","0.434","0.434","0.4995","0.4995","0.4995"
"1242","0.2675","0.2675","0.2675","0.436","0.436","0.436","0.498","0.498","0.498"
"1243","0.264","0.264","0.264","0.4325","0.4325","0.4325","0.501","0.501","0.501"
"1244","0.2675","0.2675","0.2675","0.434","0.434","0.434","0.4935","0.4935","0.4935"
"1245","0.268","0.268","0.268","0.434","0.434","0.434","0.499","0.499","0.499"
"1246","0.2735","0.2735","0.2735","0.4395","0.4395","0.4395","0.4895","0.4895","0.4895"
"1247","0.267","0.267","0.267","0.441","0.441","0.441","0.5005","0.5005","0.5005"
"1248","0.2745","0.2745","0.2745","0.4395","0.4395","0.4395","0.4985","0.4985","0.4985"
"1249","0.2745","0.2745","0.2745","0.4365","0.4365","0.4365","0.4955","0.4955","0.4955"
"1250","0.009","0.009","0.009","0.106","0.106","0.106","0.113","0.113","0.113"
"1251","0.0195","0.0195","0.0195","0.241","0.241","0.241","0.559","0.559","0.559"
"1252","0.04","0.04","0.04","0.3945","0.3945","0.3945","0.786","0.786","0.786"
"1253","0.093","0.093","0.093","0.457","0.457","0.457","0.824","0.824","0.824"
"1254","0.144","0.144","0.144","0.4885","0.4885","0.4885","0.823","0.823","0.823"
"1255","0.161","0.161","0.161","0.5015","0.5015","0.5015","0.815","0.815","0.815"
"1256","0.1745","0.1745","0.1745","0.5045","0.5045","0.5045","0.8115","0.8115","0.8115"
"1257","0.1835","0.1835","0.1835","0.513","0.513","0.513","0.8175","0.8175","0.8175"
"1258","0.1945","0.1945","0.1945","0.5115","0.5115","0.5115","0.82","0.82","0.82"
"1259","0.202","0.202","0.202","0.518","0.518","0.518","0.817","0.817","0.817"
"1260","0.2065","0.2065","0.2065","0.5205","0.5205","0.5205","0.8255","0.8255","0.8255"
"1261","0.206","0.206","0.206","0.5175","0.5175","0.5175","0.818","0.818","0.818"
"1262","0.214","0.214","0.214","0.5215","0.5215","0.5215","0.8195","0.8195","0.8195"
"1263","0.22","0.22","0.22","0.525","0.525","0.525","0.823","0.823","0.823"
"1264","0.217","0.217","0.217","0.5285","0.5285","0.5285","0.8225","0.8225","0.8225"
"1265","0.224","0.224","0.224","0.5275","0.5275","0.5275","0.83","0.83","0.83"
"1266","0.2255","0.2255","0.2255","0.533","0.533","0.533","0.832","0.832","0.832"
"1267","0.2245","0.2245","0.2245","0.5285","0.5285","0.5285","0.824","0.824","0.824"
"1268","0.228","0.228","0.228","0.53","0.53","0.53","0.8215","0.8215","0.8215"
"1269","0.232","0.232","0.232","0.529","0.529","0.529","0.826","0.826","0.826"
"1270","0.2265","0.2265","0.2265","0.5315","0.5315","0.5315","0.8355","0.8355","0.8355"
"1271","0.237","0.237","0.237","0.5305","0.5305","0.5305","0.8495","0.8495","0.8495"
"1272","0.2335","0.2335","0.2335","0.532","0.532","0.532","0.838","0.838","0.838"
"1273","0.23","0.23","0.23","0.535","0.535","0.535","0.838","0.838","0.838"
"1274","0.24","0.24","0.24","0.536","0.536","0.536","0.836","0.836","0.836"
"1275","0","0","0","0.0575","0.0575","0.0575","0.0315","0.0315","0.0315"
"1276","0","0","0","0.214","0.214","0.214","0.2815","0.2815","0.2815"
"1277","0.0235","0.0235","0.0235","0.305","0.305","0.305","0.393","0.393","0.393"
"1278","0.109","0.109","0.109","0.3695","0.3695","0.3695","0.434","0.434","0.434"
"1279","0.1755","0.1755","0.1755","0.3865","0.3865","0.3865","0.457","0.457","0.457"
"1280","0.2065","0.2065","0.2065","0.4065","0.4065","0.4065","0.4625","0.4625","0.4625"
"1281","0.2345","0.2345","0.2345","0.4145","0.4145","0.4145","0.4515","0.4515","0.4515"
"1282","0.2505","0.2505","0.2505","0.416","0.416","0.416","0.4525","0.4525","0.4525"
"1283","0.253","0.253","0.253","0.4175","0.4175","0.4175","0.4475","0.4475","0.4475"
"1284","0.252","0.252","0.252","0.423","0.423","0.423","0.45","0.45","0.45"
"1285","0.263","0.263","0.263","0.426","0.426","0.426","0.4505","0.4505","0.4505"
"1286","0.2695","0.2695","0.2695","0.4255","0.4255","0.4255","0.4535","0.4535","0.4535"
"1287","0.2715","0.2715","0.2715","0.426","0.426","0.426","0.454","0.454","0.454"
"1288","0.269","0.269","0.269","0.4255","0.4255","0.4255","0.453","0.453","0.453"
"1289","0.274","0.274","0.274","0.4285","0.4285","0.4285","0.45","0.45","0.45"
"1290","0.2765","0.2765","0.2765","0.4355","0.4355","0.4355","0.451","0.451","0.451"
"1291","0.281","0.281","0.281","0.4255","0.4255","0.4255","0.455","0.455","0.455"
"1292","0.2805","0.2805","0.2805","0.428","0.428","0.428","0.45","0.45","0.45"
"1293","0.2795","0.2795","0.2795","0.4335","0.4335","0.4335","0.4515","0.4515","0.4515"
"1294","0.281","0.281","0.281","0.4355","0.4355","0.4355","0.4535","0.4535","0.4535"
"1295","0.281","0.281","0.281","0.44","0.44","0.44","0.455","0.455","0.455"
"1296","0.282","0.282","0.282","0.4385","0.4385","0.4385","0.4485","0.4485","0.4485"
"1297","0.2875","0.2875","0.2875","0.4425","0.4425","0.4425","0.4535","0.4535","0.4535"
"1298","0.2815","0.2815","0.2815","0.4415","0.4415","0.4415","0.4555","0.4555","0.4555"
"1299","0.2875","0.2875","0.2875","0.4435","0.4435","0.4435","0.4555","0.4555","0.4555"
"1300","0","0","0","0.066","0.066","0.066","0.0655","0.0655","0.0655"
"1301","0","0","0","0.183","0.183","0.183","0.207","0.207","0.207"
"1302","0.013","0.013","0.013","0.288","0.288","0.288","0.3455","0.3455","0.3455"
"1303","0.085","0.085","0.085","0.3305","0.3305","0.3305","0.3945","0.3945","0.3945"
"1304","0.15","0.15","0.15","0.3585","0.3585","0.3585","0.434","0.434","0.434"
"1305","0.198","0.198","0.198","0.3755","0.3755","0.3755","0.452","0.452","0.452"
"1306","0.2275","0.2275","0.2275","0.3825","0.3825","0.3825","0.4355","0.4355","0.4355"
"1307","0.2525","0.2525","0.2525","0.3995","0.3995","0.3995","0.4495","0.4495","0.4495"
"1308","0.268","0.268","0.268","0.4025","0.4025","0.4025","0.4465","0.4465","0.4465"
"1309","0.2715","0.2715","0.2715","0.3945","0.3945","0.3945","0.454","0.454","0.454"
"1310","0.2735","0.2735","0.2735","0.4105","0.4105","0.4105","0.458","0.458","0.458"
"1311","0.276","0.276","0.276","0.408","0.408","0.408","0.463","0.463","0.463"
"1312","0.2775","0.2775","0.2775","0.4115","0.4115","0.4115","0.4655","0.4655","0.4655"
"1313","0.275","0.275","0.275","0.4105","0.4105","0.4105","0.463","0.463","0.463"
"1314","0.285","0.285","0.285","0.4185","0.4185","0.4185","0.459","0.459","0.459"
"1315","0.29","0.29","0.29","0.4285","0.4285","0.4285","0.457","0.457","0.457"
"1316","0.2885","0.2885","0.2885","0.4265","0.4265","0.4265","0.4625","0.4625","0.4625"
"1317","0.282","0.282","0.282","0.434","0.434","0.434","0.4625","0.4625","0.4625"
"1318","0.289","0.289","0.289","0.439","0.439","0.439","0.4655","0.4655","0.4655"
"1319","0.2845","0.2845","0.2845","0.4345","0.4345","0.4345","0.4595","0.4595","0.4595"
"1320","0.2875","0.2875","0.2875","0.434","0.434","0.434","0.463","0.463","0.463"
"1321","0.2905","0.2905","0.2905","0.443","0.443","0.443","0.464","0.464","0.464"
"1322","0.288","0.288","0.288","0.4465","0.4465","0.4465","0.471","0.471","0.471"
"1323","0.2875","0.2875","0.2875","0.437","0.437","0.437","0.4675","0.4675","0.4675"
"1324","0.2885","0.2885","0.2885","0.438","0.438","0.438","0.469","0.469","0.469"
"1325","0.0155","0.0155","0.0155","0.079","0.079","0.079","0.086","0.086","0.086"
"1326","0.0385","0.0385","0.0385","0.231","0.231","0.231","0.2395","0.2395","0.2395"
"1327","0.042","0.042","0.042","0.324","0.324","0.324","0.3765","0.3765","0.3765"
"1328","0.0815","0.0815","0.0815","0.39","0.39","0.39","0.4235","0.4235","0.4235"
"1329","0.1205","0.1205","0.1205","0.407","0.407","0.407","0.445","0.445","0.445"
"1330","0.1305","0.1305","0.1305","0.418","0.418","0.418","0.4435","0.4435","0.4435"
"1331","0.14","0.14","0.14","0.4135","0.4135","0.4135","0.4555","0.4555","0.4555"
"1332","0.154","0.154","0.154","0.415","0.415","0.415","0.4625","0.4625","0.4625"
"1333","0.1615","0.1615","0.1615","0.4155","0.4155","0.4155","0.462","0.462","0.462"
"1334","0.165","0.165","0.165","0.4225","0.4225","0.4225","0.469","0.469","0.469"
"1335","0.166","0.166","0.166","0.4275","0.4275","0.4275","0.467","0.467","0.467"
"1336","0.173","0.173","0.173","0.433","0.433","0.433","0.4715","0.4715","0.4715"
"1337","0.17","0.17","0.17","0.4245","0.4245","0.4245","0.4735","0.4735","0.4735"
"1338","0.177","0.177","0.177","0.434","0.434","0.434","0.472","0.472","0.472"
"1339","0.1745","0.1745","0.1745","0.4345","0.4345","0.4345","0.474","0.474","0.474"
"1340","0.1745","0.1745","0.1745","0.438","0.438","0.438","0.4775","0.4775","0.4775"
"1341","0.1715","0.1715","0.1715","0.4425","0.4425","0.4425","0.4675","0.4675","0.4675"
"1342","0.1675","0.1675","0.1675","0.4425","0.4425","0.4425","0.473","0.473","0.473"
"1343","0.175","0.175","0.175","0.4445","0.4445","0.4445","0.471","0.471","0.471"
"1344","0.175","0.175","0.175","0.4485","0.4485","0.4485","0.4715","0.4715","0.4715"
"1345","0.1775","0.1775","0.1775","0.4505","0.4505","0.4505","0.475","0.475","0.475"
"1346","0.1715","0.1715","0.1715","0.454","0.454","0.454","0.4715","0.4715","0.4715"
"1347","0.182","0.182","0.182","0.4525","0.4525","0.4525","0.475","0.475","0.475"
"1348","0.1795","0.1795","0.1795","0.4525","0.4525","0.4525","0.477","0.477","0.477"
"1349","0.182","0.182","0.182","0.4505","0.4505","0.4505","0.472","0.472","0.472"
"1350","0","0","0","0.022","0.022","0.022","0.0215","0.0215","0.0215"
"1351","0.0005","0.0005","0.0005","0.1915","0.1915","0.1915","0.206","0.206","0.206"
"1352","0.0465","0.0465","0.0465","0.314","0.314","0.314","0.3585","0.3585","0.3585"
"1353","0.1505","0.1505","0.1505","0.3635","0.3635","0.3635","0.405","0.405","0.405"
"1354","0.185","0.185","0.185","0.3795","0.3795","0.3795","0.4275","0.4275","0.4275"
"1355","0.196","0.196","0.196","0.394","0.394","0.394","0.442","0.442","0.442"
"1356","0.2155","0.2155","0.2155","0.4075","0.4075","0.4075","0.441","0.441","0.441"
"1357","0.231","0.231","0.231","0.4065","0.4065","0.4065","0.441","0.441","0.441"
"1358","0.2415","0.2415","0.2415","0.4085","0.4085","0.4085","0.4425","0.4425","0.4425"
"1359","0.247","0.247","0.247","0.4125","0.4125","0.4125","0.439","0.439","0.439"
"1360","0.2495","0.2495","0.2495","0.417","0.417","0.417","0.444","0.444","0.444"
"1361","0.2565","0.2565","0.2565","0.4215","0.4215","0.4215","0.444","0.444","0.444"
"1362","0.2605","0.2605","0.2605","0.4245","0.4245","0.4245","0.442","0.442","0.442"
"1363","0.2645","0.2645","0.2645","0.423","0.423","0.423","0.449","0.449","0.449"
"1364","0.2695","0.2695","0.2695","0.4225","0.4225","0.4225","0.4475","0.4475","0.4475"
"1365","0.2745","0.2745","0.2745","0.424","0.424","0.424","0.4455","0.4455","0.4455"
"1366","0.2745","0.2745","0.2745","0.426","0.426","0.426","0.452","0.452","0.452"
"1367","0.278","0.278","0.278","0.426","0.426","0.426","0.4515","0.4515","0.4515"
"1368","0.278","0.278","0.278","0.425","0.425","0.425","0.4525","0.4525","0.4525"
"1369","0.2835","0.2835","0.2835","0.432","0.432","0.432","0.4555","0.4555","0.4555"
"1370","0.2825","0.2825","0.2825","0.4245","0.4245","0.4245","0.4525","0.4525","0.4525"
"1371","0.2795","0.2795","0.2795","0.4285","0.4285","0.4285","0.45","0.45","0.45"
"1372","0.2835","0.2835","0.2835","0.4245","0.4245","0.4245","0.4495","0.4495","0.4495"
"1373","0.2805","0.2805","0.2805","0.429","0.429","0.429","0.454","0.454","0.454"
"1374","0.288","0.288","0.288","0.4295","0.4295","0.4295","0.4535","0.4535","0.4535"
"1375","0.0145","0.0145","0.0145","0.035","0.035","0.035","0.048","0.048","0.048"
"1376","0.025","0.025","0.025","0.156","0.156","0.156","0.1865","0.1865","0.1865"
"1377","0.0355","0.0355","0.0355","0.3195","0.3195","0.3195","0.397","0.397","0.397"
"1378","0.0765","0.0765","0.0765","0.3745","0.3745","0.3745","0.4725","0.4725","0.4725"
"1379","0.124","0.124","0.124","0.3865","0.3865","0.3865","0.476","0.476","0.476"
"1380","0.1615","0.1615","0.1615","0.4065","0.4065","0.4065","0.4755","0.4755","0.4755"
"1381","0.1805","0.1805","0.1805","0.4095","0.4095","0.4095","0.4725","0.4725","0.4725"
"1382","0.199","0.199","0.199","0.419","0.419","0.419","0.467","0.467","0.467"
"1383","0.207","0.207","0.207","0.424","0.424","0.424","0.4675","0.4675","0.4675"
"1384","0.216","0.216","0.216","0.4255","0.4255","0.4255","0.463","0.463","0.463"
"1385","0.2295","0.2295","0.2295","0.4275","0.4275","0.4275","0.4655","0.4655","0.4655"
"1386","0.235","0.235","0.235","0.427","0.427","0.427","0.462","0.462","0.462"
"1387","0.2345","0.2345","0.2345","0.431","0.431","0.431","0.4635","0.4635","0.4635"
"1388","0.242","0.242","0.242","0.4295","0.4295","0.4295","0.461","0.461","0.461"
"1389","0.241","0.241","0.241","0.4335","0.4335","0.4335","0.4585","0.4585","0.4585"
"1390","0.2435","0.2435","0.2435","0.433","0.433","0.433","0.4605","0.4605","0.4605"
"1391","0.2505","0.2505","0.2505","0.44","0.44","0.44","0.4575","0.4575","0.4575"
"1392","0.251","0.251","0.251","0.441","0.441","0.441","0.4565","0.4565","0.4565"
"1393","0.2485","0.2485","0.2485","0.443","0.443","0.443","0.458","0.458","0.458"
"1394","0.2475","0.2475","0.2475","0.4445","0.4445","0.4445","0.4595","0.4595","0.4595"
"1395","0.2535","0.2535","0.2535","0.4455","0.4455","0.4455","0.458","0.458","0.458"
"1396","0.2525","0.2525","0.2525","0.4455","0.4455","0.4455","0.457","0.457","0.457"
"1397","0.255","0.255","0.255","0.4495","0.4495","0.4495","0.461","0.461","0.461"
"1398","0.2525","0.2525","0.2525","0.4505","0.4505","0.4505","0.4595","0.4595","0.4595"
"1399","0.255","0.255","0.255","0.451","0.451","0.451","0.456","0.456","0.456"
"1400","0.01","0.01","0.01","0.081","0.081","0.081","0.08","0.08","0.08"
"1401","0.021","0.021","0.021","0.181","0.181","0.181","0.218","0.218","0.218"
"1402","0.0645","0.0645","0.0645","0.2525","0.2525","0.2525","0.3405","0.3405","0.3405"
"1403","0.112","0.112","0.112","0.3085","0.3085","0.3085","0.4225","0.4225","0.4225"
"1404","0.153","0.153","0.153","0.338","0.338","0.338","0.455","0.455","0.455"
"1405","0.179","0.179","0.179","0.3545","0.3545","0.3545","0.449","0.449","0.449"
"1406","0.2015","0.2015","0.2015","0.363","0.363","0.363","0.4485","0.4485","0.4485"
"1407","0.211","0.211","0.211","0.368","0.368","0.368","0.4395","0.4395","0.4395"
"1408","0.218","0.218","0.218","0.366","0.366","0.366","0.4325","0.4325","0.4325"
"1409","0.2275","0.2275","0.2275","0.365","0.365","0.365","0.4265","0.4265","0.4265"
"1410","0.2305","0.2305","0.2305","0.3715","0.3715","0.3715","0.425","0.425","0.425"
