"Step","IMAGENET1k_ResNet50-pretrained_FedAvg_sgd_lr0.005 - Global/Averaged Test Accuracy","IMAGENET1k_ResNet50-pretrained_FedAvg_sgd_lr0.005 - Global/Averaged Test Accuracy__MIN","IMAGENET1k_ResNet50-pretrained_FedAvg_sgd_lr0.005 - Global/Averaged Test Accuracy__MAX"
"16397","0.991","0.991","0.991"
"16400","0.992","0.992","0.992"
"16401","0.991","0.991","0.991"
"16402","0.99","0.99","0.99"
"16403","0.99","0.99","0.99"
"16408","0.992","0.992","0.992"
"16410","0.992","0.992","0.992"
"16413","0.99","0.99","0.99"
"16418","0.989","0.989","0.989"
"16419","0.99","0.99","0.99"
"16423","0.989","0.989","0.989"
"16424","0.989","0.989","0.989"
"16425","0.991","0.991","0.991"
"16426","0.991","0.991","0.991"
"16431","0.991","0.991","0.991"
"16432","0.992","0.992","0.992"
"16434","0.992","0.992","0.992"
"16436","0.991","0.991","0.991"
"16439","0.99","0.99","0.99"
"16440","0.989","0.989","0.989"
"16442","0.992","0.992","0.992"
"16445","0.992","0.992","0.992"
"16447","0.989","0.989","0.989"
"16449","0.992","0.992","0.992"
"16451","0.992","0.992","0.992"
"16454","0.991","0.991","0.991"
"16455","0.991","0.991","0.991"
"16456","0.99","0.99","0.99"
"16458","0.991","0.991","0.991"
"16467","0.992","0.992","0.992"
"16468","0.991","0.991","0.991"
"16470","0.991","0.991","0.991"
"16471","0.99","0.99","0.99"
"16475","0.993","0.993","0.993"
"16484","0.991","0.991","0.991"
"16491","0.991","0.991","0.991"
"16494","0.992","0.992","0.992"
"16495","0.992","0.992","0.992"
"16496","0.99","0.99","0.99"
"16497","0.989","0.989","0.989"
"16498","0.989","0.989","0.989"
"16500","0.99","0.99","0.99"
"16504","0.989","0.989","0.989"
"16507","0.991","0.991","0.991"
"16508","0.99","0.99","0.99"
"16512","0.992","0.992","0.992"
"16515","0.991","0.991","0.991"
"16517","0.991","0.991","0.991"
"16518","0.992","0.992","0.992"
"16520","0.992","0.992","0.992"
"16521","0.991","0.991","0.991"
"16525","0.99","0.99","0.99"
"16526","0.992","0.992","0.992"
"16528","0.99","0.99","0.99"
"16535","0.992","0.992","0.992"
"16539","0.99","0.99","0.99"
"16540","0.994","0.994","0.994"
"16541","0.992","0.992","0.992"
"16542","0.992","0.992","0.992"
"16546","0.993","0.993","0.993"
"16551","0.992","0.992","0.992"
"16558","0.992","0.992","0.992"
"16560","0.991","0.991","0.991"
"16562","0.994","0.994","0.994"
"16567","0.993","0.993","0.993"
"16570","0.993","0.993","0.993"
"16573","0.99","0.99","0.99"
"16577","0.991","0.991","0.991"
"16579","0.991","0.991","0.991"
"16585","0.992","0.992","0.992"
"16596","0.99","0.99","0.99"
"16599","0.991","0.991","0.991"
"16608","0.992","0.992","0.992"
"16613","0.991","0.991","0.991"
"16614","0.992","0.992","0.992"
"16616","0.992","0.992","0.992"
"16619","0.991","0.991","0.991"
"16621","0.991","0.991","0.991"
"16625","0.994","0.994","0.994"
"16627","0.992","0.992","0.992"
"16629","0.992","0.992","0.992"
"16634","0.992","0.992","0.992"
"16635","0.993","0.993","0.993"
"16639","0.991","0.991","0.991"
"16641","0.992","0.992","0.992"
"16644","0.991","0.991","0.991"
"16646","0.993","0.993","0.993"
"16650","0.992","0.992","0.992"
"16652","0.991","0.991","0.991"
"16653","0.993","0.993","0.993"
"16654","0.993","0.993","0.993"
"16661","0.991","0.991","0.991"
"16662","0.992","0.992","0.992"
"16663","0.989","0.989","0.989"
"16670","0.991","0.991","0.991"
"16674","0.992","0.992","0.992"
"16679","0.991","0.991","0.991"
"16680","0.992","0.992","0.992"
"16688","0.99","0.99","0.99"
"16689","0.99","0.99","0.99"
"16692","0.993","0.993","0.993"
"16693","0.993","0.993","0.993"
"16696","0.993","0.993","0.993"
"16699","0.991","0.991","0.991"
"16702","0.993","0.993","0.993"
"16704","0.99","0.99","0.99"
"16706","0.991","0.991","0.991"
"16707","0.991","0.991","0.991"
"16708","0.991","0.991","0.991"
"16714","0.992","0.992","0.992"
"16722","0.992","0.992","0.992"
"16726","0.993","0.993","0.993"
"16727","0.995","0.995","0.995"
"16728","0.993","0.993","0.993"
"16731","0.993","0.993","0.993"
"16736","0.992","0.992","0.992"
"16741","0.992","0.992","0.992"
"16743","0.99","0.99","0.99"
"16745","0.993","0.993","0.993"
"16753","0.992","0.992","0.992"
"16757","0.993","0.993","0.993"
"16758","0.992","0.992","0.992"
"16760","0.992","0.992","0.992"
"16762","0.992","0.992","0.992"
"16764","0.99","0.99","0.99"
"16765","0.992","0.992","0.992"
"16767","0.991","0.991","0.991"
"16778","0.992","0.992","0.992"
"16779","0.991","0.991","0.991"
"16781","0.99","0.99","0.99"
"16785","0.991","0.991","0.991"
"16795","0.992","0.992","0.992"
"16799","0.992","0.992","0.992"
"16803","0.992","0.992","0.992"
"16810","0.992","0.992","0.992"
"16811","0.991","0.991","0.991"
"16813","0.995","0.995","0.995"
"16816","0.99","0.99","0.99"
"16818","0.993","0.993","0.993"
"16820","0.994","0.994","0.994"
"16825","0.992","0.992","0.992"
"16829","0.992","0.992","0.992"
"16834","0.99","0.99","0.99"
"16835","0.991","0.991","0.991"
"16837","0.991","0.991","0.991"
"16839","0.993","0.993","0.993"
"16842","0.99","0.99","0.99"
"16843","0.992","0.992","0.992"
"16844","0.992","0.992","0.992"
"16845","0.991","0.991","0.991"
"16848","0.993","0.993","0.993"
"16850","0.993","0.993","0.993"
"16852","0.993","0.993","0.993"
"16853","0.992","0.992","0.992"
"16860","0.991","0.991","0.991"
"16865","0.991","0.991","0.991"
"16866","0.992","0.992","0.992"
"16867","0.993","0.993","0.993"
"16871","0.992","0.992","0.992"
"16872","0.993","0.993","0.993"
"16874","0.991","0.991","0.991"
"16877","0.991","0.991","0.991"
"16879","0.992","0.992","0.992"
"16882","0.99","0.99","0.99"
"16885","0.992","0.992","0.992"
"16887","0.992","0.992","0.992"
"16888","0.993","0.993","0.993"
"16889","0.993","0.993","0.993"
"16891","0.992","0.992","0.992"
"16894","0.992","0.992","0.992"
"16895","0.992","0.992","0.992"
"16896","0.991","0.991","0.991"
"16897","0.993","0.993","0.993"
"16901","0.99","0.99","0.99"
"16903","0.991","0.991","0.991"
"16907","0.994","0.994","0.994"
"16909","0.992","0.992","0.992"
"16912","0.992","0.992","0.992"
"16914","0.992","0.992","0.992"
"16920","0.991","0.991","0.991"
"16921","0.99","0.99","0.99"
"16937","0.991","0.991","0.991"
"16945","0.992","0.992","0.992"
"16947","0.992","0.992","0.992"
"16948","0.992","0.992","0.992"
"16949","0.993","0.993","0.993"
"16951","0.993","0.993","0.993"
"16954","0.991","0.991","0.991"
"16960","0.992","0.992","0.992"
"16963","0.993","0.993","0.993"
"16964","0.994","0.994","0.994"
"16965","0.992","0.992","0.992"
"16966","0.992","0.992","0.992"
"16972","0.993","0.993","0.993"
"16973","0.992","0.992","0.992"
"16975","0.993","0.993","0.993"
"16984","0.993","0.993","0.993"
"16985","0.991","0.991","0.991"
"16994","0.993","0.993","0.993"
"16999","0.99","0.99","0.99"
"17000","0.021","0.021","0.021"
"17002","0.465","0.465","0.465"
"17003","0.487","0.487","0.487"
"17007","0.493","0.493","0.493"
"17010","0.493","0.493","0.493"
"17011","0.493","0.493","0.493"
"17013","0.501","0.501","0.501"
"17015","0.546","0.546","0.546"
"17016","0.584","0.584","0.584"
"17018","0.649","0.649","0.649"
"17019","0.705","0.705","0.705"
"17020","0.72","0.72","0.72"
"17021","0.734","0.734","0.734"
"17027","0.544","0.544","0.544"
"17028","0.649","0.649","0.649"
"17029","0.693","0.693","0.693"
"17030","0.748","0.748","0.748"
"17031","0.818","0.818","0.818"
"17033","0.868","0.868","0.868"
"17035","0.873","0.873","0.873"
"17038","0.819","0.819","0.819"
"17043","0.916","0.916","0.916"
"17045","0.918","0.918","0.918"
"17047","0.923","0.923","0.923"
"17048","0.922","0.922","0.922"
"17052","0.731","0.731","0.731"
"17054","0.818","0.818","0.818"
"17055","0.879","0.879","0.879"
"17056","0.887","0.887","0.887"
"17057","0.885","0.885","0.885"
"17067","0.956","0.956","0.956"
"17068","0.979","0.979","0.979"
"17075","0.984","0.984","0.984"
"17076","0.984","0.984","0.984"
"17078","0.985","0.985","0.985"
"17083","0.986","0.986","0.986"
"17089","0.988","0.988","0.988"
"17090","0.985","0.985","0.985"
"17091","0.983","0.983","0.983"
"17093","0.984","0.984","0.984"
"17095","0.985","0.985","0.985"
"17099","0.985","0.985","0.985"
"17107","0.988","0.988","0.988"
"17110","0.988","0.988","0.988"
"17114","0.989","0.989","0.989"
"17117","0.988","0.988","0.988"
"17119","0.989","0.989","0.989"
"17120","0.989","0.989","0.989"
"17125","0.988","0.988","0.988"
"17128","0.988","0.988","0.988"
"17133","0.987","0.987","0.987"
"17135","0.989","0.989","0.989"
"17136","0.986","0.986","0.986"
"17137","0.988","0.988","0.988"
"17138","0.988","0.988","0.988"
"17141","0.988","0.988","0.988"
"17142","0.989","0.989","0.989"
"17147","0.99","0.99","0.99"
"17149","0.989","0.989","0.989"
"17150","0.989","0.989","0.989"
"17151","0.987","0.987","0.987"
"17157","0.987","0.987","0.987"
"17162","0.985","0.985","0.985"
"17165","0.988","0.988","0.988"
"17168","0.986","0.986","0.986"
"17170","0.986","0.986","0.986"
"17172","0.987","0.987","0.987"
"17180","0.989","0.989","0.989"
"17184","0.988","0.988","0.988"
"17185","0.988","0.988","0.988"
"17188","0.987","0.987","0.987"
"17193","0.99","0.99","0.99"
"17196","0.987","0.987","0.987"
"17197","0.987","0.987","0.987"
"17199","0.988","0.988","0.988"
"17201","0.987","0.987","0.987"
"17202","0.987","0.987","0.987"
"17206","0.989","0.989","0.989"
"17208","0.989","0.989","0.989"
"17215","0.988","0.988","0.988"
"17217","0.988","0.988","0.988"
"17219","0.988","0.988","0.988"
"17228","0.988","0.988","0.988"
"17229","0.99","0.99","0.99"
"17233","0.989","0.989","0.989"
"17234","0.987","0.987","0.987"
"17236","0.988","0.988","0.988"
"17239","0.987","0.987","0.987"
"17242","0.988","0.988","0.988"
"17247","0.988","0.988","0.988"
"17248","0.989","0.989","0.989"
"17250","0.989","0.989","0.989"
"17253","0.989","0.989","0.989"
"17255","0.988","0.988","0.988"
"17257","0.989","0.989","0.989"
"17259","0.988","0.988","0.988"
"17262","0.988","0.988","0.988"
"17263","0.989","0.989","0.989"
"17265","0.991","0.991","0.991"
"17266","0.99","0.99","0.99"
"17272","0.989","0.989","0.989"
"17275","0.989","0.989","0.989"
"17276","0.987","0.987","0.987"
"17278","0.987","0.987","0.987"
"17280","0.989","0.989","0.989"
"17281","0.988","0.988","0.988"
"17283","0.987","0.987","0.987"
"17296","0.989","0.989","0.989"
"17297","0.988","0.988","0.988"
"17303","0.988","0.988","0.988"
"17306","0.988","0.988","0.988"
"17310","0.817","0.817","0.817"
"17317","0.979","0.979","0.979"
"17319","0.982","0.982","0.982"
"17321","0.982","0.982","0.982"
"17323","0.838","0.838","0.838"
"17328","0.871","0.871","0.871"
"17334","0.984","0.984","0.984"
"17335","0.985","0.985","0.985"
"17336","0.984","0.984","0.984"
"17340","0.983","0.983","0.983"
"17343","0.983","0.983","0.983"
"17347","0.985","0.985","0.985"
"17350","0.985","0.985","0.985"
"17354","0.987","0.987","0.987"
"17357","0.986","0.986","0.986"
"17362","0.988","0.988","0.988"
"17365","0.987","0.987","0.987"
"17367","0.986","0.986","0.986"
"17370","0.987","0.987","0.987"
"17371","0.987","0.987","0.987"
"17373","0.988","0.988","0.988"
"17375","0.988","0.988","0.988"
"17381","0.987","0.987","0.987"
"17384","0.987","0.987","0.987"
"17386","0.987","0.987","0.987"
"17390","0.986","0.986","0.986"
"17391","0.986","0.986","0.986"
"17392","0.986","0.986","0.986"
"17395","0.987","0.987","0.987"
"17396","0.986","0.986","0.986"
"17399","0.986","0.986","0.986"
"17401","0.988","0.988","0.988"
"17405","0.986","0.986","0.986"
"17407","0.986","0.986","0.986"
"17411","0.987","0.987","0.987"
"17416","0.987","0.987","0.987"
"17417","0.988","0.988","0.988"
"17418","0.987","0.987","0.987"
"17419","0.988","0.988","0.988"
"17421","0.986","0.986","0.986"
"17423","0.987","0.987","0.987"
"17425","0.987","0.987","0.987"
"17426","0.986","0.986","0.986"
"17430","0.987","0.987","0.987"
"17433","0.986","0.986","0.986"
"17436","0.988","0.988","0.988"
"17438","0.987","0.987","0.987"
"17441","0.987","0.987","0.987"
"17442","0.988","0.988","0.988"
"17444","0.986","0.986","0.986"
"17445","0.988","0.988","0.988"
"17448","0.986","0.986","0.986"
"17452","0.988","0.988","0.988"
"17461","0.987","0.987","0.987"
"17464","0.986","0.986","0.986"
"17466","0.989","0.989","0.989"
"17468","0.987","0.987","0.987"
"17469","0.987","0.987","0.987"
"17471","0.986","0.986","0.986"
"17482","0.987","0.987","0.987"
"17484","0.988","0.988","0.988"
"17488","0.988","0.988","0.988"
"17490","0.987","0.987","0.987"
"17495","0.987","0.987","0.987"
"17499","0.987","0.987","0.987"
"17505","0.987","0.987","0.987"
"17511","0.988","0.988","0.988"
"17512","0.987","0.987","0.987"
"17514","0.987","0.987","0.987"
"17516","0.988","0.988","0.988"
"17517","0.989","0.989","0.989"
"17519","0.987","0.987","0.987"
"17520","0.986","0.986","0.986"
"17527","0.987","0.987","0.987"
"17532","0.987","0.987","0.987"
"17536","0.986","0.986","0.986"
"17543","0.988","0.988","0.988"
"17547","0.989","0.989","0.989"
"17549","0.99","0.99","0.99"
"17550","0.991","0.991","0.991"
"17551","0.99","0.99","0.99"
"17553","0.99","0.99","0.99"
"17554","0.989","0.989","0.989"
"17555","0.989","0.989","0.989"
"17556","0.989","0.989","0.989"
"17561","0.988","0.988","0.988"
"17563","0.989","0.989","0.989"
"17569","0.988","0.988","0.988"
"17570","0.988","0.988","0.988"
"17577","0.988","0.988","0.988"
"17580","0.986","0.986","0.986"
"17582","0.99","0.99","0.99"
"17583","0.988","0.988","0.988"
"17584","0.99","0.99","0.99"
"17593","0.989","0.989","0.989"
"17596","0.99","0.99","0.99"
"17598","0.988","0.988","0.988"
"17599","0.987","0.987","0.987"
"17600","0.988","0.988","0.988"
"17605","0.988","0.988","0.988"
"17607","0.989","0.989","0.989"
"17611","0.989","0.989","0.989"
"17614","0.99","0.99","0.99"
"17617","0.906","0.906","0.906"
"17618","0.61","0.61","0.61"
"17620","0.824","0.824","0.824"
"17623","0.926","0.926","0.926"
"17629","0.979","0.979","0.979"
"17631","0.982","0.982","0.982"
"17632","0.983","0.983","0.983"
"17634","0.983","0.983","0.983"
"17639","0.985","0.985","0.985"
"17642","0.981","0.981","0.981"
"17643","0.982","0.982","0.982"
"17647","0.985","0.985","0.985"
"17648","0.984","0.984","0.984"
"17651","0.984","0.984","0.984"
"17652","0.985","0.985","0.985"
"17655","0.984","0.984","0.984"
"17656","0.985","0.985","0.985"
"17657","0.987","0.987","0.987"
"17663","0.985","0.985","0.985"
"17664","0.983","0.983","0.983"
"17669","0.985","0.985","0.985"
"17671","0.985","0.985","0.985"
"17674","0.985","0.985","0.985"
"17679","0.986","0.986","0.986"
"17681","0.987","0.987","0.987"
"17683","0.987","0.987","0.987"
"17685","0.987","0.987","0.987"
"17686","0.987","0.987","0.987"
"17687","0.987","0.987","0.987"
"17693","0.986","0.986","0.986"
"17708","0.987","0.987","0.987"
"17713","0.987","0.987","0.987"
"17714","0.987","0.987","0.987"
"17715","0.987","0.987","0.987"
"17717","0.988","0.988","0.988"
"17719","0.989","0.989","0.989"
"17720","0.988","0.988","0.988"
"17722","0.986","0.986","0.986"
"17725","0.989","0.989","0.989"
"17727","0.988","0.988","0.988"
"17730","0.801","0.801","0.801"
"17731","0.577","0.577","0.577"
"17736","0.882","0.882","0.882"
"17740","0.971","0.971","0.971"
"17743","0.926","0.926","0.926"
"17745","0.966","0.966","0.966"
"17749","0.981","0.981","0.981"
"17752","0.983","0.983","0.983"
"17754","0.986","0.986","0.986"
"17756","0.986","0.986","0.986"
"17759","0.986","0.986","0.986"
"17763","0.985","0.985","0.985"
"17764","0.982","0.982","0.982"
"17765","0.984","0.984","0.984"
"17768","0.986","0.986","0.986"
"17771","0.986","0.986","0.986"
"17772","0.984","0.984","0.984"
"17774","0.985","0.985","0.985"
"17777","0.987","0.987","0.987"
"17780","0.986","0.986","0.986"
"17784","0.987","0.987","0.987"
"17792","0.987","0.987","0.987"
"17794","0.986","0.986","0.986"
"17796","0.988","0.988","0.988"
"17798","0.989","0.989","0.989"
"17801","0.989","0.989","0.989"
"17805","0.988","0.988","0.988"
"17807","0.986","0.986","0.986"
"17811","0.988","0.988","0.988"
"17815","0.987","0.987","0.987"
"17818","0.988","0.988","0.988"
"17820","0.988","0.988","0.988"
"17823","0.988","0.988","0.988"
"17830","0.988","0.988","0.988"
"17837","0.989","0.989","0.989"
"17838","0.989","0.989","0.989"
"17840","0.988","0.988","0.988"
"17841","0.988","0.988","0.988"
"17843","0.989","0.989","0.989"
"17847","0.988","0.988","0.988"
"17848","0.988","0.988","0.988"
"17853","0.989","0.989","0.989"
"17858","0.987","0.987","0.987"
"17860","0.989","0.989","0.989"
"17861","0.987","0.987","0.987"
"17863","0.987","0.987","0.987"
"17864","0.988","0.988","0.988"
"17868","0.989","0.989","0.989"
"17870","0.988","0.988","0.988"
"17872","0.989","0.989","0.989"
"17874","0.988","0.988","0.988"
"17880","0.988","0.988","0.988"
"17886","0.99","0.99","0.99"
"17891","0.99","0.99","0.99"
"17894","0.989","0.989","0.989"
"17895","0.989","0.989","0.989"
"17902","0.991","0.991","0.991"
"17906","0.99","0.99","0.99"
"17915","0.989","0.989","0.989"
"17918","0.99","0.99","0.99"
"17919","0.989","0.989","0.989"
"17921","0.987","0.987","0.987"
"17922","0.99","0.99","0.99"
"17935","0.989","0.989","0.989"
"17942","0.989","0.989","0.989"
"17943","0.989","0.989","0.989"
"17944","0.989","0.989","0.989"
"17945","0.99","0.99","0.99"
"17947","0.989","0.989","0.989"
"17950","0.989","0.989","0.989"
"17951","0.99","0.99","0.99"
"17953","0.99","0.99","0.99"
"17957","0.988","0.988","0.988"
"17959","0.988","0.988","0.988"
"17962","0.99","0.99","0.99"
"17963","0.989","0.989","0.989"
"17965","0.989","0.989","0.989"
"17972","0.989","0.989","0.989"
"17978","0.989","0.989","0.989"
"17979","0.988","0.988","0.988"
"17980","0.988","0.988","0.988"
"17982","0.989","0.989","0.989"
"17985","0.989","0.989","0.989"
"17987","0.989","0.989","0.989"
"17994","0.99","0.99","0.99"
"17997","0.99","0.99","0.99"
"17999","0.989","0.989","0.989"
"18000","0.008","0.008","0.008"
"18001","0.353","0.353","0.353"
"18010","0.571","0.571","0.571"
"18013","0.664","0.664","0.664"
"18014","0.627","0.627","0.627"
"18016","0.814","0.814","0.814"
"18018","0.902","0.902","0.902"
"18020","0.945","0.945","0.945"
"18026","0.902","0.902","0.902"
"18030","0.981","0.981","0.981"
"18031","0.972","0.972","0.972"
"18035","0.982","0.982","0.982"
"18042","0.981","0.981","0.981"
"18043","0.984","0.984","0.984"
"18044","0.983","0.983","0.983"
"18045","0.983","0.983","0.983"
"18046","0.984","0.984","0.984"
"18050","0.985","0.985","0.985"
"18053","0.984","0.984","0.984"
"18054","0.982","0.982","0.982"
"18056","0.985","0.985","0.985"
"18057","0.984","0.984","0.984"
"18059","0.987","0.987","0.987"
"18061","0.986","0.986","0.986"
"18062","0.987","0.987","0.987"
"18064","0.987","0.987","0.987"
"18065","0.987","0.987","0.987"
"18068","0.986","0.986","0.986"
"18074","0.985","0.985","0.985"
"18075","0.987","0.987","0.987"
"18078","0.986","0.986","0.986"
"18081","0.987","0.987","0.987"
"18082","0.985","0.985","0.985"
"18086","0.987","0.987","0.987"
"18087","0.987","0.987","0.987"
"18088","0.987","0.987","0.987"
"18091","0.986","0.986","0.986"
"18096","0.988","0.988","0.988"
"18098","0.987","0.987","0.987"
"18108","0.986","0.986","0.986"
"18109","0.986","0.986","0.986"
"18110","0.986","0.986","0.986"
"18115","0.987","0.987","0.987"
"18118","0.987","0.987","0.987"
"18119","0.988","0.988","0.988"
"18122","0.987","0.987","0.987"
"18126","0.987","0.987","0.987"
"18127","0.986","0.986","0.986"
"18136","0.987","0.987","0.987"
"18137","0.987","0.987","0.987"
"18138","0.988","0.988","0.988"
"18143","0.986","0.986","0.986"
"18145","0.986","0.986","0.986"
"18146","0.986","0.986","0.986"
"18152","0.986","0.986","0.986"
"18154","0.987","0.987","0.987"
"18163","0.986","0.986","0.986"
"18165","0.987","0.987","0.987"
"18168","0.987","0.987","0.987"
"18174","0.986","0.986","0.986"
"18175","0.987","0.987","0.987"
"18179","0.987","0.987","0.987"
"18183","0.803","0.803","0.803"
